Draw,Date,WN1,WN2,WN3,WN4,WN5,WN6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
16/002,1/5/2016,2,5,7,18,30,45,11,,5,3,3,3,1,1,0,1,2,53159400,9,559800,238,56450,749,9600,12041,640,18965,320,212020,40,122881098
16/001,1/2/2016,6,8,11,32,34,41,47,11,,2,4,2,1,0,2,1,0,0,1,5541450,145,101910,372,9600,8841,640,10725,320,177016,40,111729038
15/152,12/31/2015,2,11,12,22,24,25,3,,,2,4,1,2,3,0,0,0,0,7,282810,251,19560,616,9600,9606,640,11913,320,132935,40,62348733
15/151,12/29/2015,3,5,20,30,33,38,28,33,,3,3,2,1,1,2,0,0,0,3,964550,103,62730,273,9600,5354,640,7949,320,96373,40,55753074
15/150,12/26/2015,1,8,33,37,42,47,7,"33,47",,4,2,2,0,0,2,2,0,0,1,1984620,40,132300,194,9600,3034,640,6474,320,59679,40,42225661
15/149,12/24/2015,12,18,20,28,33,47,25,28,,2,4,0,3,1,1,1,0,0,1,1915970,63,81090,197,9600,4124,640,5833,320,75967,40,43457391
15/148,12/22/2015,11,28,36,38,44,48,26,11,,1,5,0,1,1,2,2,0,0,2,905760,59,81870,160,9600,3433,640,4554,320,65408,40,39023464
15/147,12/20/2015,6,11,16,20,43,45,21,"20,45",20,3,3,1,3,0,0,2,0,0,2,819560,39,113530,100,9600,2369,640,3372,320,46893,40,32293857
15/146,12/17/2015,18,20,24,36,44,45,39,18,,1,5,0,2,1,1,2,1,21007130,2,1420580,52,110330,136,9600,3145,640,4072,320,58279,40,41774248
15/145,12/15/2015,18,22,40,41,48,49,42,18,,2,4,0,1,1,1,3,0,0,3,552120,65,67950,340,9600,3661,640,5263,320,62981,40,40638725
15/144,12/12/2015,16,18,27,35,42,44,33,,,2,4,0,2,1,1,2,0,0,0,0,38,115460,106,9600,1967,640,3184,320,39307,40,31334690
15/143,12/10/2015,9,24,29,32,34,47,42,9,,3,3,1,0,2,2,1,1,8000000,0,0,54,80060,98,9600,2251,640,2855,320,43918,40,31340945
15/142,12/8/2015,9,10,25,40,48,49,32,,,3,3,2,0,1,1,2,1,12180010,4,398090,191,19500,209,9600,6915,640,4494,320,87885,40,39977331
15/141,12/5/2015,6,16,19,34,35,46,9,,,2,4,1,2,0,2,1,0,0,2,590000,70,44950,195,9600,3225,640,4682,320,49823,40,29752829
15/140,12/3/2015,4,11,14,41,42,44,10,,,2,4,1,2,0,0,3,1,12596600,3,510730,153,26790,232,9600,4075,640,5000,320,63214,40,37386018
15/139,12/1/2015,8,9,10,22,33,40,28,,,2,4,3,0,1,2,0,0,0,2,504830,103,26260,289,9600,5444,640,7637,320,80158,40,34244736
15/138,11/28/2015,15,21,24,25,28,31,48,25,28,4,2,0,1,4,1,0,1,34943110,1,2407920,67,95830,184,9600,3971,640,5548,320,77974,40,49707832
15/137,11/26/2015,10,17,25,26,39,44,7,"17,44",26,3,3,1,1,2,1,1,0,0,4,639620,67,89770,181,9600,3507,640,5732,320,68112,40,46186621
15/136,11/24/2015,17,21,22,36,41,44,38,,,3,3,0,1,2,1,2,0,0,1,2104080,69,81910,165,9600,3506,640,4259,320,65921,40,43040391
15/135,11/22/2015,9,20,30,33,38,39,37,,,3,3,1,1,1,3,0,0,0,1,1662230,76,58320,241,9600,4029,640,5069,320,69536,40,39764633
15/134,11/19/2015,13,15,25,40,41,48,19,13,,4,2,0,2,1,1,2,0,0,0,0,27,168320,85,9600,1997,640,2570,320,39458,40,31445008
15/133,11/17/2015,12,13,31,33,35,47,21,13,,5,1,0,2,0,3,1,1,32376390,5,526740,80,79010,233,9600,4365,640,5810,320,76284,40,50557246
15/132,11/15/2015,13,15,24,28,41,45,20,"24,28,45",15,4,2,0,2,2,0,2,0,0,0,0,49,129710,139,9600,3005,640,4657,320,59766,40,45547271
15/131,11/12/2015,10,20,24,28,33,45,19,28,,2,4,1,1,2,1,1,0,0,2,991400,43,122960,136,9600,2862,640,4411,320,60093,40,39774538
15/130,11/10/2015,4,14,28,42,43,47,3,,,2,4,1,1,1,0,3,0,0,0,0,60,79230,124,9600,2861,640,4030,320,52632,40,36058986
15/129,11/7/2015,6,16,27,34,44,48,1,"27,44",,1,5,1,1,1,1,2,1,26249980,1,2363950,67,94790,143,9600,3470,640,4834,320,65949,40,46475420
15/128,11/5/2015,5,10,11,25,27,44,7,25,5,4,2,2,1,2,0,1,0,0,1,1437610,109,35330,419,9600,5361,640,9376,320,87533,40,45336898
15/127,11/3/2015,7,12,13,25,34,38,15,,,3,3,1,2,1,2,0,0,0,3,728910,74,65660,220,9600,4386,640,5680,320,75837,40,42814140
15/126,10/31/2015,4,10,28,37,42,48,8,4,,1,5,2,0,1,1,2,0,0,0,0,43,85480,157,9600,2438,640,5095,320,47146,40,30882745
15/125,10/29/2015,4,5,6,22,31,46,47,"22,31",,2,4,3,0,1,1,1,2,20611170,4,1068790,116,85990,259,9600,7203,640,8127,320,138218,40,78945235
15/124,10/27/2015,20,22,31,33,39,44,10,,,3,3,0,1,1,3,1,0,0,1,1530040,55,74860,235,9600,2907,640,5074,320,53968,40,35370900
15/123,10/24/2015,18,27,28,34,35,45,2,,,3,3,0,1,2,2,1,1,36592660,2,1864490,129,57810,187,9600,5018,640,5984,320,86970,40,57196145
15/122,10/21/2015,1,14,16,25,40,48,17,,,2,4,1,2,1,1,1,0,0,3,974000,66,98380,157,9600,3102,640,5422,320,67114,40,47677752
15/121,10/19/2015,7,11,15,38,39,46,25,,,4,2,1,2,0,2,1,0,0,1,1620280,44,99320,147,9600,2608,640,4270,320,51053,40,33988939
15/120,10/17/2015,2,12,19,33,34,48,24,"33,34",,2,4,1,2,0,2,1,0,0,1,1851340,48,103930,165,9600,2804,640,4380,320,55179,40,38046569
15/119,10/15/2015,17,18,26,30,33,34,29,"30,33,34",,2,4,0,2,2,2,0,0,0,0,0,51,87440,127,9600,2933,640,3408,320,49795,40,34119797
15/118,10/13/2015,1,4,22,30,33,34,26,"4,22",,2,4,2,0,2,2,0,1,36835940,1,2843430,58,130730,206,9600,4890,640,6235,320,93682,40,58661876
15/117,10/11/2015,4,21,22,35,36,46,40,,,2,4,1,0,2,2,1,0,0,2,1335070,95,74950,172,9600,5150,640,4923,320,91627,40,55081039
15/116,10/8/2015,8,17,28,34,39,40,14,,8,2,4,1,1,1,3,0,0,0,2,1161390,49,127710,162,9600,3760,640,5206,320,72624,40,47312626
15/115,10/6/2015,2,7,9,22,32,46,26,,,2,4,3,0,1,1,1,0,0,3,710230,62,76360,214,9600,4701,640,6221,320,83235,40,43307363
15/114,10/3/2015,8,10,16,30,39,40,6,10,,1,5,2,1,1,2,0,0,0,3,468450,80,47140,251,9600,3971,640,6250,320,65730,40,36798072
15/113,9/30/2015,9,10,23,28,37,46,34,37,,3,3,2,0,2,1,1,4,25355030,10,610110,237,68790,611,9600,13622,640,15127,320,236357,40,136250054
15/112,9/26/2015,6,15,16,18,37,43,2,"15,16",,3,3,1,3,0,1,1,0,0,4,1290970,139,86990,348,9600,7055,640,10491,320,139398,40,92380671
15/111,9/24/2015,4,10,15,16,24,28,49,,24,1,5,2,2,2,0,0,0,0,5,879140,227,46530,411,9600,10525,640,11280,320,179682,40,93436580
15/110,9/22/2015,2,11,12,25,36,43,10,,,3,3,1,2,1,1,1,1,90031310,12,752350,307,75150,1026,9600,18662,640,28804,320,338508,40,199871814
15/109,9/17/2015,1,4,9,17,35,41,37,17,17,5,1,3,1,0,1,1,0,0,4,903420,156,61970,385,9600,9509,640,10276,320,162886,40,85294212
15/108,9/15/2015,3,5,17,22,25,27,46,"5,25",,5,1,2,1,3,0,0,0,0,0,0,161,56960,233,9600,8138,640,7270,320,138632,40,74871295
15/107,9/12/2015,5,13,21,25,38,40,17,13,,4,2,1,1,2,2,0,0,0,2,1443200,83,92730,243,9600,4410,640,6563,320,86271,40,58975220
15/106,9/10/2015,1,11,13,23,35,36,34,"1,13",,5,1,1,2,1,2,0,0,0,3,919780,101,60710,318,9600,4882,640,6093,320,89488,40,52873907
15/105,9/8/2015,1,4,13,22,32,41,26,,,3,3,2,1,1,1,1,0,0,2,1146750,142,43070,184,9600,5278,640,5404,320,87032,40,50285222
15/104,9/5/2015,15,16,20,26,36,40,46,"16,36",,1,5,0,3,1,2,0,0,0,2,859410,78,59140,309,9600,3683,640,6788,320,61645,40,41756615
15/103,9/3/2015,12,16,34,36,42,45,41,36,,1,5,0,2,0,2,2,0,0,1,1905160,55,93210,104,9600,2885,640,3865,320,51584,40,37226144
15/102,9/1/2015,5,6,8,10,31,36,17,,,2,4,4,0,0,2,0,1,12417590,4,405330,143,26540,260,9600,6163,640,6555,320,97651,40,42290675
15/101,8/29/2015,9,22,28,32,37,39,47,"9,39",,3,3,1,0,2,3,0,1,16323190,3,789370,87,60480,174,9600,3501,640,4363,320,65686,40,41457798
15/100,8/27/2015,9,13,29,30,39,45,48,39,,5,1,1,1,2,1,1,0,0,0,0,65,57100,245,9600,4088,640,6895,320,68524,40,37238226
15/099,8/25/2015,3,15,16,39,41,42,36,,,4,2,1,2,0,1,2,1,8000000,1,1669350,85,52680,135,9600,3438,640,3480,320,57052,40,35401366
15/098,8/22/2015,2,26,31,32,36,37,12,32,,2,4,1,0,1,4,0,1,58071620,2,2566450,87,117990,289,9600,5872,640,9504,320,110484,40,78130351
15/097,8/20/2015,4,5,18,23,32,44,6,,,2,4,2,1,1,1,1,0,0,3,1101350,171,42930,340,9600,7032,640,9175,320,115031,40,65681205
15/096,8/18/2015,7,17,34,41,43,49,1,,,5,1,1,1,0,1,3,0,0,8,325240,198,32850,409,9600,8239,640,9393,320,113001,40,64066249
15/095,8/15/2015,2,6,13,25,30,33,20,,,3,3,2,1,2,1,0,0,0,3,718270,104,55410,287,9600,5340,640,7697,320,95337,40,52278102
15/094,8/13/2015,1,4,8,21,22,24,46,22,,2,4,3,0,3,0,0,0,0,0,0,154,33850,157,9600,6648,640,4413,320,104931,40,47576462
15/093,8/11/2015,22,26,27,28,36,47,12,,,2,4,0,0,4,1,1,1,33316910,1,2709820,133,54530,232,9600,5847,640,7517,320,103899,40,59953302
15/092,8/8/2015,10,12,19,25,42,46,37,42,,2,4,1,2,1,0,2,0,0,7,306240,89,59970,356,9600,4488,640,5826,320,78219,40,47899342
15/091,8/6/2015,22,23,35,40,41,42,16,23,,3,3,0,0,2,2,2,0,0,4,521290,65,85540,222,9600,3443,640,5386,320,63285,40,44185876
15/090,8/4/2015,5,9,13,15,21,23,12,,,6,0,2,2,2,0,0,1,25920360,4,561690,133,39560,404,9600,6185,640,9697,320,105556,40,54747865
15/089,8/1/2015,14,20,28,31,32,47,18,,,2,4,0,2,1,2,1,0,0,1,2285480,41,148640,144,9600,3018,640,4610,320,59570,40,44277853
15/088,7/30/2015,4,5,11,17,24,48,46,,,3,3,2,2,1,0,1,0,0,2,1148020,64,72080,136,9600,4110,640,4080,320,75912,40,38682123
15/087,7/28/2015,12,25,32,33,34,35,45,,,3,3,0,1,1,4,0,0,0,1,1406640,61,61490,120,9600,3623,640,3376,320,51876,40,31343999
15/086,7/26/2015,4,11,15,26,28,30,13,,26,2,4,1,2,3,0,0,1,79746130,12,458040,310,45320,714,9600,14164,640,18019,320,236013,40,129093710
15/085,7/23/2015,10,33,40,43,45,49,38,,,4,2,1,0,0,2,3,0,0,5,830640,139,79960,368,9600,8167,640,10750,320,147061,40,89830641
15/084,7/21/2015,4,14,15,19,41,42,10,,,3,3,1,3,0,0,2,0,0,4,1284170,152,79110,394,9600,7883,640,10588,320,140136,40,93970000
15/083,7/18/2015,13,20,23,24,46,47,39,23,,3,3,0,2,2,0,2,0,0,3,963310,48,135200,99,9600,2931,640,3812,320,57773,40,44443353
15/082,7/16/2015,16,18,22,23,35,38,25,38,16,2,4,0,2,2,2,0,0,0,2,973270,89,58320,203,9600,3852,640,4753,320,68226,40,42444471
15/081,7/14/2015,7,8,10,13,20,38,5,,,2,4,3,2,0,1,0,0,0,6,222910,102,32210,378,9600,5987,640,8844,320,94864,40,41582761
15/080,7/11/2015,2,5,17,22,27,28,37,28,,3,3,2,1,3,0,0,0,0,1,1476960,107,36800,291,9600,5275,640,6764,320,82817,40,41593905
15/079,7/7/2015,9,19,28,29,38,40,33,9,,3,3,1,1,2,2,0,1,39075670,3,918370,160,46060,302,9600,7001,640,7970,320,112635,40,64109325
15/078,7/4/2015,9,24,32,34,43,47,35,32,,3,3,1,0,1,2,2,0,0,2,1701090,83,81980,159,9600,4006,640,5000,320,74192,40,50640479
15/077,7/2/2015,4,11,23,32,44,48,49,,,2,4,1,1,1,1,2,0,0,4,580000,90,60480,221,9600,4105,640,5834,320,71146,40,45061164
15/076,6/30/2015,12,14,21,27,38,43,15,43,,3,3,0,2,2,1,1,1,34130560,5,597660,58,124290,243,9600,4222,640,5989,320,83365,40,55525175
15/075,6/28/2015,8,9,18,33,41,43,15,,,4,2,2,1,0,1,2,0,0,2,1424160,101,56680,311,9600,5169,640,5856,320,92754,40,50971766
15/074,6/25/2015,1,5,26,28,40,49,15,26,,3,3,2,0,2,1,1,0,0,1,1941610,77,67240,190,9600,3915,640,5365,320,74058,40,43013877
15/073,6/23/2015,3,10,26,33,42,46,44,42,,2,4,2,0,1,1,2,0,0,3,539750,73,59550,285,9600,3403,640,6762,320,62639,40,39714477
15/072,6/20/2015,12,16,31,34,42,48,37,12,,1,5,0,2,0,2,2,0,0,1,1531380,33,123740,94,9600,1873,640,2812,320,38829,40,29200200
15/071,6/18/2015,4,11,12,24,35,46,3,24,,2,4,1,2,1,1,1,1,57974970,4,1215940,154,73930,447,9600,7694,640,11964,320,145513,40,92662145
15/070,6/16/2015,13,16,24,26,40,44,42,"24,26",16,1,5,0,2,2,1,1,0,0,7,724160,140,96550,430,9600,7746,640,12355,320,147671,40,103855355
15/069,6/13/2015,10,12,24,25,26,33,23,10,,2,4,1,1,3,1,0,0,0,5,324830,87,50070,225,9600,4131,640,5701,320,70387,40,39521829
15/068,6/11/2015,10,13,35,38,42,44,27,,,2,4,1,1,0,2,2,0,0,2,920600,47,105580,129,9600,2899,640,3714,320,55581,40,37025285
15/067,6/9/2015,7,12,16,17,20,25,31,,,3,3,1,4,1,0,0,0,0,1,1382040,67,55420,190,9600,3868,640,4339,320,67490,40,34272364
15/066,6/6/2015,9,11,14,22,27,49,44,49,,4,2,1,2,2,0,1,1,12204300,1,1401430,67,56190,170,9600,4860,640,4516,320,70747,40,35702780
15/065,6/4/2015,18,24,28,31,39,49,44,,,3,3,0,1,2,2,1,0,0,1,1635630,43,102620,72,9600,2597,640,2849,320,50019,40,31931576
15/064,6/2/2015,11,12,15,21,38,42,25,42,,3,3,0,3,1,1,1,2,5333330,1,1656520,56,79590,117,9600,2797,640,3923,320,53108,40,34116961
15/063,5/30/2015,9,16,28,36,42,45,2,,,2,4,1,1,1,1,2,1,21484090,1,1915660,74,69500,184,9600,3844,640,4659,320,69344,40,41712166
15/062,5/28/2015,2,7,20,23,44,47,30,7,,3,3,2,1,1,0,2,1,28973880,1,2500340,58,114950,115,9600,3324,640,4663,320,68286,40,47726247
15/061,5/26/2015,7,10,15,37,42,45,41,"10,45",,4,2,2,1,0,1,2,1,42945680,2,2149960,85,101770,211,9600,4867,640,6026,320,93338,40,63746524
15/060,5/23/2015,5,10,13,43,44,45,7,,,4,2,2,1,0,0,3,0,0,0,0,76,82320,176,9600,3530,640,5142,320,68632,40,47273723
15/059,5/21/2015,16,18,19,36,42,47,46,,,2,4,0,3,0,1,2,0,0,0,0,63,92690,169,9600,3550,640,4968,320,65692,40,44488341
15/058,5/19/2015,21,27,28,33,37,48,13,"21,37",,4,2,0,0,3,2,1,0,0,1,1819130,56,87400,142,9600,3280,640,4259,320,60570,40,38092299
15/057,5/17/2015,21,32,36,37,44,46,47,,,2,4,0,0,1,3,2,0,0,1,1656720,36,122720,106,9600,2105,640,2993,320,42265,40,31759150
15/056,5/14/2015,5,17,22,34,38,48,2,,,2,4,1,1,1,2,1,1,48719960,2,2227730,160,55690,266,9600,6948,640,7996,320,121474,40,72033316
15/055,5/12/2015,3,7,15,25,26,47,10,15,,5,1,2,1,2,0,1,0,0,2,1314050,112,62850,348,9600,6044,640,9892,320,108292,40,62873572
15/054,5/10/2015,2,13,15,38,39,44,8,,,3,3,1,2,0,2,1,0,0,1,2741590,76,96190,209,9600,4516,640,7021,320,81920,40,56481277
15/053,5/7/2015,3,7,14,21,25,29,6,,7,5,1,2,1,3,0,0,0,0,5,367840,92,53770,261,9600,5384,640,7808,320,85450,40,46923517
15/052,5/5/2015,11,13,41,42,43,49,29,49,,5,1,0,2,0,0,4,0,0,0,0,53,105650,136,9600,3294,640,3933,320,57634,40,41401936
15/051,5/2/2015,7,10,12,16,26,49,40,,,2,4,2,2,1,0,1,0,0,1,1336750,67,53600,105,9600,3286,640,2862,320,59564,40,30004655
15/050,4/30/2015,6,8,30,34,36,42,12,"8,36",30,0,6,2,0,1,2,1,1,43829100,2,1934820,111,70030,371,9600,5933,640,10526,320,109966,40,67374811
15/049,4/28/2015,1,8,28,31,36,45,9,36,28,3,3,2,0,1,2,1,0,0,3,868620,96,72380,316,9600,5352,640,10266,320,100123,40,60811257
15/048,4/25/2015,12,19,21,24,36,49,23,36,,3,3,0,2,2,1,1,0,0,0,0,69,87200,152,9600,3685,640,4868,320,66554,40,45272566
15/047,4/23/2015,3,4,7,8,26,36,31,3,,2,4,4,0,1,1,0,1,36689860,3,813170,214,25390,301,9600,8952,640,7677,320,131726,40,57842053
15/046,4/21/2015,3,13,20,24,43,48,49,,,3,3,1,2,1,0,2,0,0,4,741840,72,96160,226,9600,4078,640,7201,320,78787,40,54169599
15/045,4/18/2015,12,17,29,31,41,47,38,,,5,1,0,2,1,1,2,0,0,1,1994450,82,65250,173,9600,3906,640,4622,320,66517,40,42419139
15/044,4/16/2015,1,3,5,20,35,39,28,35,,5,1,3,1,0,2,0,0,0,1,1787110,74,64660,177,9600,4023,640,5700,320,72301,40,40892357
15/043,4/14/2015,30,31,35,40,42,48,6,42,,2,4,0,0,1,3,2,1,22914080,4,726650,74,92270,172,9600,3407,640,4496,320,65558,40,49109666
15/042,4/11/2015,6,17,18,19,20,42,25,,,2,4,1,4,0,0,1,0,0,2,835640,57,78880,126,9600,3471,640,4188,320,59002,40,35879353
15/041,4/9/2015,10,11,31,34,37,38,14,,,3,3,1,1,0,4,0,1,20540720,1,2133010,67,85530,201,9600,4187,640,5714,320,75899,40,46472061
15/040,4/6/2015,21,24,26,42,43,46,4,26,,2,4,0,0,3,0,3,0,0,2,799400,37,115220,94,9600,1751,640,2636,320,34377,40,29545139
15/039,4/4/2015,9,12,26,29,44,45,19,12,,3,3,1,1,2,0,2,0,0,0,0,45,79720,126,9600,2221,640,3831,320,43354,40,28604606
15/038,4/2/2015,4,12,20,37,42,47,35,,,2,4,1,2,0,1,2,1,12640270,2,907350,72,67680,146,9600,2967,640,3635,320,56479,40,37060391
15/037,3/31/2015,2,5,10,27,36,46,7,,,2,4,3,0,1,1,1,1,14392300,3,549840,68,64680,266,9600,4117,640,7576,320,74923,40,42017289
15/036,3/28/2015,6,11,16,29,30,37,34,"6,16",,3,3,1,2,2,1,0,0,0,0,0,47,82790,102,9600,2644,640,2836,320,50518,40,29946620
15/035,3/26/2015,2,6,9,16,39,49,29,2,,3,3,3,1,0,1,1,2,13123390,6,216530,142,24390,821,9600,5777,640,11446,320,93538,40,44064334
15/034,3/24/2015,2,5,13,37,42,44,27,,,3,3,2,1,0,1,2,0,0,0,0,43,120730,111,9600,2474,640,3846,320,50074,40,37305842
15/033,3/22/2015,7,26,30,33,34,38,5,30,,2,4,1,0,2,3,0,0,0,3,559450,42,106560,128,9600,2654,640,3647,320,52151,40,34214267
15/032,3/19/2015,12,15,17,30,31,43,46,,,4,2,0,3,1,1,1,1,8000000,0,0,51,86130,104,9600,2443,640,2733,320,48685,40,32319540
15/031,3/17/2015,1,5,11,23,34,47,14,,,5,1,2,1,1,1,1,1,8000000,1,1617190,50,86250,127,9600,3397,640,4270,320,62902,40,35403876
15/030,3/14/2015,4,21,25,29,32,37,27,"25,37",,4,2,1,0,3,2,0,1,8000000,3,656130,40,110740,122,9600,2039,640,3727,320,41021,40,32077271
15/029,3/12/2015,14,17,23,24,25,37,34,,,4,2,0,2,3,1,0,2,4000000,3,465330,51,73710,209,9600,3197,640,4405,320,57376,40,33303545
15/028,3/10/2015,1,18,22,27,45,48,25,,,3,3,1,1,2,0,2,2,13685490,1,2191520,89,66030,214,9600,4420,640,6282,320,85311,40,48816206
15/027,3/7/2015,6,8,12,16,32,49,37,6,,1,5,2,2,0,1,1,0,0,1,1701040,78,58530,148,9600,4144,640,3937,320,74993,40,38507955
15/026,3/5/2015,2,6,10,20,38,40,46,,,0,6,3,1,0,2,0,0,0,3,489790,102,38600,135,9600,4435,640,3356,320,67186,40,34547106
15/025,3/3/2015,13,17,25,27,46,49,19,25,,5,1,0,2,2,0,2,1,17232210,2,1150580,51,120320,175,9600,4017,640,5107,320,75475,40,47708279
15/024,2/28/2015,6,9,23,25,41,43,38,25,,5,1,2,0,2,0,2,0,0,1,1808190,56,86100,130,9600,3231,640,4520,320,62058,40,37936961
15/023,2/26/2015,10,12,20,22,25,33,27,33,,2,4,1,2,2,1,0,1,8000000,1,1495570,75,53530,158,9600,4134,640,4729,320,68946,40,35897466
15/022,2/24/2015,17,18,28,32,33,48,37,28,,2,4,0,2,1,2,1,2,39879610,4,1030960,263,41810,525,9600,12609,640,12975,320,197984,40,102577388
15/021,2/22/2015,15,20,28,29,42,46,35,"28,46",,2,4,0,2,2,0,2,0,0,7,830840,190,81840,472,9600,9278,640,12338,320,168463,40,118079100
15/020,2/17/2015,14,22,28,33,44,46,25,,,1,5,0,1,2,1,2,0,0,3,935550,65,95950,137,9600,3939,640,4420,320,71649,40,46760301
15/019,2/14/2015,2,10,12,21,25,35,26,10,,3,3,2,1,2,1,0,0,0,1,1384980,79,46750,163,9600,3481,640,4457,320,60197,40,32906586
15/018,2/12/2015,7,9,10,14,22,31,35,,,3,3,3,1,1,1,0,1,35051820,1,2096130,244,22950,286,9600,9065,640,7131,320,123753,40,57649011
15/017,2/10/2015,2,17,23,30,34,41,14,17,,3,3,1,1,2,1,1,0,0,2,1762750,67,106030,188,9600,3280,640,4860,320,68199,40,51023695
15/016,2/8/2015,5,7,17,18,27,48,30,"17,18",,4,2,2,2,1,0,1,1,41662010,2,1420720,174,43670,298,9600,8862,640,8002,320,134430,40,69048674
15/015,2/5/2015,13,16,17,18,22,45,10,,,3,3,0,4,1,0,1,0,0,1,2601790,72,97030,226,9600,4689,640,6156,320,83523,40,54698085
15/014,2/3/2015,11,34,36,43,47,49,21,47,,4,2,0,1,0,2,3,0,0,3,1014010,76,89530,204,9600,4259,640,5388,320,78736,40,52081993
15/013,1/31/2015,5,7,14,17,46,47,27,46,,4,2,2,2,0,0,2,0,0,1,1291300,52,66860,482,9600,3433,640,10042,320,64968,40,40910216
15/012,1/29/2015,6,15,25,29,32,46,9,,29,3,3,1,1,2,1,1,0,0,3,694340,55,84930,189,9600,2678,640,5736,320,53885,40,37474008
15/011,1/27/2015,4,5,10,13,28,35,12,,,3,3,3,1,1,1,0,0,0,3,397300,76,42090,278,9600,3742,640,6766,320,62930,40,34216992
15/010,1/24/2015,17,18,20,26,31,32,6,,,2,4,0,3,1,2,0,2,8319880,4,426650,89,44990,247,9600,3279,640,5982,320,57026,40,36295869
15/009,1/22/2015,8,16,21,30,42,46,32,,,1,5,1,1,2,0,2,0,0,3,517500,41,102220,142,9600,2383,640,3309,320,44945,40,31691957
15/008,1/20/2015,5,7,9,13,15,29,47,15,,6,0,3,2,1,0,0,1,28064260,2,1414020,188,30210,199,9600,8327,640,6340,320,118679,40,54721001
15/007,1/17/2015,14,15,16,25,27,30,11,14,,3,3,0,3,3,0,0,0,0,3,836680,82,68440,161,9600,3825,640,5501,320,68109,40,44069021
15/006,1/15/2015,1,2,14,37,43,49,24,"37,43",,4,2,2,1,0,1,2,0,0,1,1894680,46,109830,148,9600,3398,640,4758,320,66380,40,40090489
15/005,1/13/2015,16,21,27,37,40,43,14,"21,40",,4,2,0,1,2,2,1,0,0,0,0,43,108030,95,9600,1906,640,2716,320,38526,40,32035107
15/004,1/11/2015,10,21,24,33,40,47,5,,,3,3,1,0,2,2,1,1,14179430,1,2059810,68,80770,155,9600,3260,640,4327,320,60151,40,41574820
15/003,1/8/2015,8,18,19,28,37,44,13,18,8,2,4,1,2,1,1,1,0,0,2,952240,46,83710,146,9600,3387,640,4399,320,60442,40,33062422
15/002,1/6/2015,3,14,16,18,38,49,29,,,2,4,1,3,0,1,1,3,22725350,2,2337530,226,55280,507,9600,12095,640,14313,320,198019,40,109913789
15/001,1/3/2015,8,15,31,35,42,44,39,,,3,3,1,1,0,2,2,0,0,8,717810,167,85960,437,9600,8691,640,11359,320,166109,40,110142321
14/152,12/31/2014,10,19,25,32,33,37,27,"25,33",,4,2,1,1,1,3,0,0,0,1,2492800,83,80090,196,9600,4272,640,5596,320,78316,40,51468624
14/151,12/29/2014,1,25,30,33,39,40,7,,,4,2,1,0,2,3,0,0,0,3,546660,63,57840,188,9600,3048,640,5182,320,55192,40,32654367
14/150,12/27/2014,14,15,28,31,32,48,40,,,2,4,0,2,1,2,1,0,0,1,1857700,51,97130,116,9600,2871,640,3437,320,55300,40,36799713
14/149,12/25/2014,12,19,24,43,46,47,30,"12,47",,3,3,0,2,1,0,3,1,19483290,2,993890,40,132510,122,9600,2455,640,3018,320,49723,40,37508283
14/148,12/23/2014,1,4,12,14,35,47,33,,,3,3,2,2,0,1,1,0,0,1,1577120,71,59230,169,9600,4026,640,4958,320,72489,40,37470601
14/147,12/21/2014,2,25,30,36,37,43,22,25,,3,3,1,0,2,2,1,0,0,2,1077170,37,116450,144,9600,2131,640,3601,320,41760,40,32233284
14/146,12/18/2014,6,8,10,21,25,29,33,,,3,3,3,0,3,0,0,1,20371440,2,813530,132,32990,198,9600,5860,640,5804,320,89347,40,42595494
14/145,12/16/2014,1,7,14,31,34,42,16,14,,3,3,2,1,0,2,1,0,0,1,2000990,60,89680,120,9600,3382,640,4245,320,64955,40,40605674
14/144,12/13/2014,12,14,17,20,40,48,19,,,1,5,0,4,0,1,1,0,0,0,0,31,127930,113,9600,2310,640,3388,320,45493,40,30292619
14/143,12/11/2014,1,7,13,32,35,39,31,13,,5,1,2,1,0,3,0,1,8000000,1,1473290,50,79360,144,9600,2384,640,3789,320,47069,40,31104410
14/142,12/9/2014,3,4,13,29,31,41,46,,,5,1,2,1,1,1,1,1,22273570,2,1178220,98,64440,133,9600,4309,640,4181,320,77126,40,47621637
14/141,12/6/2014,17,18,21,25,40,48,16,,,3,3,0,2,2,1,1,0,0,1,1911910,35,145660,122,9600,2683,640,3787,320,54241,40,37539604
14/140,12/4/2014,1,8,20,27,33,36,35,"1,27",,3,3,2,1,1,2,0,0,0,0,0,56,70680,118,9600,2836,640,3274,320,55107,40,31402586
14/139,12/2/2014,1,4,13,27,47,49,33,,,5,1,2,1,1,0,2,1,14195900,5,329010,84,52530,214,9600,4922,640,5051,320,84279,40,41191959
14/138,11/29/2014,7,26,29,32,33,37,31,,29,4,2,1,0,2,3,0,0,0,0,0,65,51710,160,9600,2999,640,4098,320,52655,40,29829284
